demo,Fearful,2024-04-21 15:19:47.178402
demo,Fearful,2024-04-21 15:24:12.945282
demo,Fearful,2024-04-21 15:24:16.264423
demo,Fearful,2024-04-21 15:24:42.839097
demo,Fearful,2024-04-21 15:24:45.546137
demo,Neutral,2024-04-21 15:25:09.616019
demo,Fearful,2024-04-21 15:31:00.018116
demo,Angry,2024-05-10 21:26:37.913758
demo,Surprised,2024-05-11 09:22:11.674923
demo,Neutral,2024-05-11 09:25:07.266253
demo,Happy,2024-05-11 09:27:54.783159
demo,Happy,2024-05-11 09:34:49.106672
demo,Surprised,2024-05-11 09:38:08.467247
demo,Neutral,2024-05-11 09:40:54.832874
demo,Surprised,2024-05-11 09:44:21.984916
demo,Sad,2024-05-11 09:46:05.342199
demo,Happy,2024-05-11 09:48:56.649065
demo,Fearful,2024-05-11 09:50:13.224802
demo,Happy,2024-05-11 09:51:04.555689
demo,Sad,2024-05-11 09:54:54.522281
demo,Surprised,2024-05-11 09:56:52.909583
demo,Surprised,2024-05-11 09:59:45.637326
demo,Happy,2024-05-11 09:59:51.965636
demo,Surprised,2024-05-11 10:00:25.603063
demo,Surprised,2024-05-11 10:00:56.760633
demo,Surprised,2024-05-11 10:08:30.514109
demo,Surprised,2024-05-11 10:08:46.795811
demo,Happy,2024-05-11 10:09:30.533631
demo,Happy,2024-05-11 10:10:15.347694
demo,Surprised,2024-05-11 10:10:47.977261
,Detecting Please Wait,2024-05-11 10:22:17.903768
demo,Surprised,2024-05-11 10:23:08.663010
demo,Happy,2024-05-11 10:30:37.596029
demo,Happy,2024-05-11 10:35:30.277000
demo,Fearful,2024-05-11 10:38:26.819800
demo,Surprised,2024-05-11 10:38:57.802914
demo,Happy,2024-05-11 10:39:18.625386
demo,Happy,2024-05-11 10:41:02.071629
demo,Happy,2024-05-11 10:45:12.507970
demo,Happy,2024-05-11 10:49:57.241056
demo,Happy,2024-05-11 10:51:37.879207
demo,Happy,2024-05-11 10:54:49.659583
demo,Happy,2024-05-11 10:59:55.650014
demo,Happy,2024-05-11 11:01:37.327505
demo,Neutral,2024-05-11 11:10:03.077053
demo,Happy,2024-05-11 11:13:58.419598
demo,Happy,2024-05-11 11:16:45.213187
demo,Happy,2024-05-11 11:20:44.054279
demo,Happy,2024-05-11 11:23:49.185437
demo,Happy,2024-05-11 11:26:06.415795
,Detecting Please Wait,2024-05-11 11:28:08.035025
demo,Neutral,2024-05-11 11:28:38.774135
demo,Sad,2024-05-11 11:30:44.791837
demo,Surprised,2024-05-11 11:32:21.090144
demo,Sad,2024-05-11 11:35:34.199064
demo,Fearful,2024-05-11 11:42:36.979615
demo,Happy,2024-05-11 11:43:23.612298
demo,Fearful,2024-05-11 11:49:31.811192
demo,Fearful,2024-05-11 11:53:02.626429
demo,Sad,2024-05-11 11:55:58.093469
demo,Fearful,2024-05-11 11:57:48.617088
demo,Happy,2024-05-11 12:03:03.659263
demo,Surprised,2024-05-11 12:05:26.375627
demo,Happy,2024-05-11 12:07:29.861810
demo,Happy,2024-05-11 12:14:07.621165
demo,Fearful,2024-05-11 12:18:38.113193
demo,Happy,2024-05-11 12:22:00.447561
demo,Happy,2024-05-11 12:42:35.797937
demo,Fearful,2024-05-11 13:28:26.052114
demo,Happy,2024-05-11 13:29:14.962687
,Detecting Please Wait,2024-05-11 13:36:18.755339
demo,Fearful,2024-05-11 13:36:48.641219
,Detecting Please Wait,2024-05-11 13:43:29.105646
,Detecting Please Wait,2024-05-11 13:43:30.537810
,Detecting Please Wait,2024-05-11 13:43:31.093808
,Detecting Please Wait,2024-05-11 13:43:31.588824
,Detecting Please Wait,2024-05-11 13:43:32.099117
,Detecting Please Wait,2024-05-11 13:43:32.521116
,Detecting Please Wait,2024-05-11 13:43:33.074121
,Detecting Please Wait,2024-05-11 13:43:33.539114
,Detecting Please Wait,2024-05-11 13:43:34.388378
,Detecting Please Wait,2024-05-11 13:43:34.812375
,Detecting Please Wait,2024-05-11 13:43:35.113668
,Detecting Please Wait,2024-05-11 13:43:36.302738
,Detecting Please Wait,2024-05-11 13:43:36.827482
demo,Fearful,2024-05-11 13:44:04.402281
demo,Fearful,2024-05-11 13:45:08.667682
demo,Fearful,2024-05-11 13:49:17.374514
demo,Fearful,2024-05-11 13:52:17.781889
demo,Fearful,2024-05-11 14:07:25.409566
demo,Sad,2024-05-11 14:15:38.075344
demo,Surprised,2024-05-11 14:18:29.691013
demo,Fearful,2024-05-11 14:20:15.651514
demo,Surprised,2024-05-11 14:23:58.473891
demo,Surprised,2024-05-11 14:33:29.407702
demo,Neutral,2024-05-11 14:34:58.547193
demo,Surprised,2024-05-11 14:38:38.027729
demo,Surprised,2024-05-11 14:39:15.226689
demo,Surprised,2024-05-11 14:40:00.156675
demo,Surprised,2024-05-11 14:41:08.100958
demo,Fearful,2024-05-11 14:49:49.024192
demo,Fearful,2024-05-11 14:51:10.115071
demo,Fearful,2024-05-11 14:51:33.792663
demo,Happy,2024-05-11 14:52:03.095809
demo,Fearful,2024-05-11 14:52:25.099501
demo,Surprised,2024-05-11 14:54:46.835863
demo,Surprised,2024-05-11 14:59:40.488846
demo,Fearful,2024-05-11 15:02:43.386156
demo,Sad,2024-05-11 15:05:45.474627
demo,Fearful,2024-05-11 15:09:03.968983
demo,Happy,2024-05-11 15:10:16.481558
demo,Happy,2024-05-11 15:12:33.354755
demo,Happy,2024-05-11 15:15:01.381312
demo,Happy,2024-05-11 15:19:42.681286
demo,Happy,2024-05-11 15:23:32.701659
demo,Fearful,2024-05-11 15:25:43.138262
demo,Happy,2024-05-11 15:36:34.432444
demo,Happy,2024-05-11 15:41:14.273472
demo,Happy,2024-05-11 15:43:24.180933
demo,Fearful,2024-05-11 15:44:44.248417
demo,Happy,2024-05-11 15:45:39.431733
demo,Happy,2024-05-11 15:46:16.336266
demo,Fearful,2024-05-11 15:51:10.993239
demo,Surprised,2024-05-11 15:52:54.975611
demo,Happy,2024-05-11 16:02:50.852312
demo,Neutral,2024-05-12 21:59:15.036045
